alchemy_category,alchemy_category_score,avglinksize,commonlinkratio_1,commonlinkratio_2,commonlinkratio_3,commonlinkratio_4,compression_ratio,embed_ratio,frameTagRatio,hasDomainLink,html_ratio,image_ratio,lengthyLinkDomain,linkwordscore,news_front_page,non_markup_alphanum_characters,numberOfLinks,numwords_in_url,parametrizedLinkRatio,spelling_errors_ratio,label
recreation,(-inf-0.163693),(-inf-36.3),(0.2-0.3),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.133333-0.177778),0,(0.314092-0.381224),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(0.1-0.2),0
unknown,unknown,(-inf-36.3),(0.6-0.7),(0.3-0.4),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.24696-0.314092),All,1,(40-50),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(0.1-0.2),(-inf-0.1),1
business,(0.720848-0.813707),(-inf-36.3),(0.3-0.4),(0.2-0.3),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(-inf-10),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(0.2-0.3),(-inf-0.1),1
recreation,(0.163693-0.256552),(-inf-36.3),(0.4-0.5),(0.2-0.3),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.24696-0.314092),All,1,(-inf-10),0,(41590.4-62385.6),(-inf-500.6),(6.6-8.8),(0.1-0.2),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.5-0.6),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(10-20),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.1-0.2),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.1-0.2),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,0,(40-50),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.3-0.4),(-inf-0.1),0
unknown,unknown,(-inf-36.3),(0.1-0.2),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.112696-0.179828),All,0,(10-20),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(0.6-0.7),(-inf-0.1),1
recreation,(0.813707-0.906567),(-inf-36.3),(0.3-0.4),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.24696-0.314092),All,0,(20-30),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(-inf-0.1),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.7-0.8),(0.2-0.3),(0.098039-0.196078),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.112696-0.179828),All,1,(-inf-10),unknown,(41590.4-62385.6),(-inf-500.6),(6.6-8.8),(-inf-0.1),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.6-0.7),(0.5-0.6),(0.392157-0.490196),(0.294118-0.392157),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(10-20),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(0.4-0.5),(-inf-0.1),0
science_technology,(0.627989-0.720848),(-inf-36.3),(0.4-0.5),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.112696-0.179828),All,1,(70-80),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(0.9-inf),(-inf-0.1),0
business,(0.44227-0.53513),(-inf-36.3),(0.1-0.2),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(10-20),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.3-0.4),(0.1-0.2),1
health,(0.720848-0.813707),(-inf-36.3),(0.5-0.6),(0.3-0.4),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(-inf-0.1),(0.1-0.2),1
arts_entertainment,(0.53513-0.627989),(-inf-36.3),(-inf-0.1),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.314092-0.381224),All,0,(-inf-10),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(0.6-0.7),(-inf-0.1),0
business,(0.349411-0.44227),(-inf-36.3),(0.6-0.7),(0.2-0.3),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(40-50),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.2-0.3),(-inf-0.1),1
health,(0.813707-0.906567),(-inf-36.3),(0.3-0.4),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.24696-0.314092),All,1,(10-20),unknown,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.1-0.2),(-inf-0.1),0
recreation,(0.256552-0.349411),(-inf-36.3),(0.3-0.4),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,0,(20-30),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(0.1-0.2),1
business,(0.627989-0.720848),(-inf-36.3),(0.6-0.7),(0.2-0.3),(0.098039-0.196078),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(30-40),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(0.1-0.2),(0.1-0.2),0
unknown,unknown,(-inf-36.3),(0.5-0.6),(0.2-0.3),(0.098039-0.196078),(-inf-0.098039),(4.2-inf),(-inf--0.875),(-inf-0.044444),0,(0.24696-0.314092),All,1,(50-60),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(-inf-0.1),0
recreation,(0.720848-0.813707),(-inf-36.3),(0.6-0.7),(0.2-0.3),(0.098039-0.196078),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.112696-0.179828),All,1,(40-50),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(-inf-0.1),(-inf-0.1),1
business,(0.163693-0.256552),(-inf-36.3),(0.4-0.5),(0.3-0.4),(0.196078-0.294118),(0.098039-0.196078),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(-inf-0.1),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.6-0.7),(0.2-0.3),(0.098039-0.196078),(0.098039-0.196078),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(10-20),unknown,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(0.2-0.3),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.6-0.7),(0.3-0.4),(0.098039-0.196078),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(60-70),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.4-0.5),(-inf-0.1),1
law_crime,(0.627989-0.720848),(-inf-36.3),(0.6-0.7),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.3-0.4),(0.1-0.2),0
unknown,unknown,(-inf-36.3),(0.3-0.4),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.088889-0.133333),0,(0.24696-0.314092),All,1,(60-70),unknown,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(-inf-0.1),(0.1-0.2),0
sports,(0.44227-0.53513),(-inf-36.3),(0.5-0.6),(0.2-0.3),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.24696-0.314092),All,1,(10-20),0,(-inf-20795.2),(-inf-500.6),(8.8-11),(0.1-0.2),(0.1-0.2),0
unknown,unknown,(-inf-36.3),(0.4-0.5),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,0,(10-20),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(0.3-0.4),(0.1-0.2),0
recreation,(0.256552-0.349411),(-inf-36.3),(0.6-0.7),(0.3-0.4),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(30-40),0,(-inf-20795.2),(-inf-500.6),(11-13.2),(0.1-0.2),(0.1-0.2),1
unknown,unknown,(-inf-36.3),(0.7-0.8),(0.4-0.5),(0.098039-0.196078),(-inf-0.098039),(4.2-inf),(-inf--0.875),(-inf-0.044444),0,(0.179828-0.24696),All,1,(30-40),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.7-0.8),(0.6-0.7),(0.196078-0.294118),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.112696-0.179828),All,1,(70-80),1,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(0.7-inf),1
arts_entertainment,(0.163693-0.256552),(-inf-36.3),(0.4-0.5),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,0,(10-20),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(0.2-0.3),(0.1-0.2),1
unknown,unknown,(-inf-36.3),(0.6-0.7),(0.3-0.4),(0.294118-0.392157),(0.196078-0.294118),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(60-70),unknown,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(0.1-0.2),(0.1-0.2),0
unknown,unknown,(-inf-36.3),(0.7-0.8),(0.2-0.3),(0.196078-0.294118),(0.098039-0.196078),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.112696-0.179828),All,1,(40-50),unknown,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(0.2-0.3),(-inf-0.1),0
business,(0.813707-0.906567),(-inf-36.3),(0.7-0.8),(0.4-0.5),(0.196078-0.294118),(0.098039-0.196078),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(40-50),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(0.1-0.2),1
culture_politics,(0.813707-0.906567),(-inf-36.3),(0.7-0.8),(0.5-0.6),(0.196078-0.294118),(0.098039-0.196078),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(10-20),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(0.1-0.2),(-inf-0.1),1
business,(0.256552-0.349411),(-inf-36.3),(0.5-0.6),(0.2-0.3),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(30-40),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(-inf-0.1),(-inf-0.1),1
arts_entertainment,(0.349411-0.44227),(-inf-36.3),(0.1-0.2),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.088889-0.133333),0,(0.24696-0.314092),All,0,(50-60),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(0.1-0.2),(-inf-0.1),1
culture_politics,(0.53513-0.627989),(-inf-36.3),(0.5-0.6),(0.4-0.5),(0.196078-0.294118),(0.098039-0.196078),(-inf-2.1),(-inf--0.875),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(20-30),unknown,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(0.1-0.2),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.3-0.4),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(4.2-inf),(-inf--0.875),(0.088889-0.133333),0,(0.179828-0.24696),All,1,(10-20),unknown,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(0.2-0.3),(0.1-0.2),1
unknown,unknown,(-inf-36.3),(0.6-0.7),(0.3-0.4),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.088889-0.133333),0,(0.179828-0.24696),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(-inf-0.1),1
arts_entertainment,(0.53513-0.627989),(-inf-36.3),(0.2-0.3),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,0,(10-20),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(0.2-0.3),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.4-0.5),(0.1-0.2),(0.098039-0.196078),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(0.1-0.2),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.4-0.5),(0.1-0.2),(0.098039-0.196078),(-inf-0.098039),(4.2-inf),(-inf--0.875),(-inf-0.044444),0,(0.179828-0.24696),All,1,(50-60),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(0.5-0.6),(0.1-0.2),0
culture_politics,(-inf-0.163693),(-inf-36.3),(0.1-0.2),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(4.2-inf),(-inf--0.875),(0.088889-0.133333),0,(0.314092-0.381224),All,0,(50-60),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(0.1-0.2),0
unknown,unknown,(-inf-36.3),(0.6-0.7),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,0,(30-40),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(-inf-0.1),(0.1-0.2),1
unknown,unknown,(-inf-36.3),(0.1-0.2),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(4.2-inf),(-inf--0.875),(0.044444-0.088889),0,(0.24696-0.314092),All,0,(30-40),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(-inf-0.1),(0.2-0.3),1
unknown,unknown,(-inf-36.3),(0.4-0.5),(0.3-0.4),(0.196078-0.294118),(0.098039-0.196078),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.112696-0.179828),All,1,(-inf-10),0,(20795.2-41590.4),(-inf-500.6),(-inf-2.2),(0.6-0.7),(-inf-0.1),0
health,(0.720848-0.813707),(-inf-36.3),(0.8-0.9),(0.6-0.7),(0.098039-0.196078),(0.098039-0.196078),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.24696-0.314092),All,1,(10-20),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(-inf-0.1),(0.1-0.2),1
arts_entertainment,(0.813707-0.906567),(-inf-36.3),(0.3-0.4),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(0.1-0.2),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.4-0.5),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(-inf-10),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(-inf-0.1),(-inf-0.1),0
arts_entertainment,(0.44227-0.53513),(-inf-36.3),(-inf-0.1),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(4.2-inf),(-inf--0.875),(-inf-0.044444),0,(0.314092-0.381224),All,0,(10-20),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(0.1-0.2),0
computer_internet,(0.813707-0.906567),(-inf-36.3),(0.6-0.7),(0.3-0.4),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.24696-0.314092),All,1,(10-20),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.2-0.3),(0.1-0.2),0
recreation,(0.53513-0.627989),(-inf-36.3),(0.5-0.6),(0.3-0.4),(0.098039-0.196078),(0.098039-0.196078),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.24696-0.314092),All,1,(10-20),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.3-0.4),(-inf-0.1),1
recreation,(0.53513-0.627989),(-inf-36.3),(0.4-0.5),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(30-40),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(0.4-0.5),(-inf-0.1),1
computer_internet,(0.813707-0.906567),(-inf-36.3),(0.6-0.7),(0.3-0.4),(0.098039-0.196078),(0.098039-0.196078),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(40-50),unknown,(-inf-20795.2),(-inf-500.6),(8.8-11),(0.3-0.4),(0.1-0.2),0
science_technology,(0.163693-0.256552),(-inf-36.3),(0.5-0.6),(0.2-0.3),(0.098039-0.196078),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(30-40),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(0.1-0.2),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.3-0.4),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(4.2-inf),(-inf--0.875),(0.044444-0.088889),0,(0.179828-0.24696),All,0,(30-40),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(0.6-0.7),(0.1-0.2),0
culture_politics,(0.256552-0.349411),(-inf-36.3),(0.5-0.6),(0.2-0.3),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,0,(50-60),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.6-0.7),(-inf-0.1),1
arts_entertainment,(0.627989-0.720848),(-inf-36.3),(0.5-0.6),(0.2-0.3),(0.098039-0.196078),(0.098039-0.196078),(-inf-2.1),(-inf--0.875),(-inf-0.044444),0,(0.179828-0.24696),All,1,(10-20),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.1-0.2),(0.1-0.2),1
recreation,(0.349411-0.44227),(-inf-36.3),(0.5-0.6),(0.2-0.3),(0.098039-0.196078),(0.098039-0.196078),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(-inf-10),1,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(-inf-0.1),1
arts_entertainment,(0.44227-0.53513),(-inf-36.3),(0.2-0.3),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,0,(10-20),unknown,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(-inf-0.1),(-inf-0.1),0
recreation,(0.44227-0.53513),(-inf-36.3),(0.6-0.7),(0.2-0.3),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(50-60),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.2-0.3),(-inf-0.1),1
recreation,(0.44227-0.53513),(-inf-36.3),(0.5-0.6),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,0,(20-30),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(0.1-0.2),(0.1-0.2),1
unknown,unknown,(-inf-36.3),(-inf-0.1),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.088889-0.133333),0,(0.381224-0.448356),All,0,(-inf-10),unknown,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(-inf-0.1),1
sports,(0.349411-0.44227),(-inf-36.3),(0.4-0.5),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(4.2-inf),(-inf--0.875),(-inf-0.044444),0,(0.179828-0.24696),All,1,(60-70),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(-inf-0.1),(-inf-0.1),0
unknown,unknown,(-inf-36.3),(0.6-0.7),(0.3-0.4),(0.196078-0.294118),(0.196078-0.294118),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.112696-0.179828),All,1,(10-20),unknown,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(0.2-0.3),(-inf-0.1),1
recreation,(0.53513-0.627989),(-inf-36.3),(0.3-0.4),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.381224-0.448356),All,0,(-inf-10),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(0.2-0.3),(-inf-0.1),0
unknown,unknown,(-inf-36.3),(0.4-0.5),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(-inf-0.1),(-inf-0.1),1
business,(0.720848-0.813707),(-inf-36.3),(0.6-0.7),(0.3-0.4),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(50-60),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(-inf-0.1),(-inf-0.1),0
unknown,unknown,(-inf-36.3),(0.4-0.5),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(80-90),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(-inf-0.1),0
unknown,unknown,(-inf-36.3),(0.6-0.7),(0.3-0.4),(0.098039-0.196078),(-inf-0.098039),(4.2-inf),(-inf--0.875),(0.044444-0.088889),1,(0.179828-0.24696),All,1,(40-50),unknown,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(0.9-inf),(-inf-0.1),1
culture_politics,(0.256552-0.349411),(-inf-36.3),(0.5-0.6),(0.3-0.4),(0.196078-0.294118),(0.098039-0.196078),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(-inf-0.1),(-inf-0.1),1
unknown,unknown,(-inf-36.3),(0.3-0.4),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.088889-0.133333),0,(0.24696-0.314092),All,1,(40-50),unknown,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(-inf-0.1),(0.3-0.4),0
arts_entertainment,(0.627989-0.720848),(-inf-36.3),(0.4-0.5),(0.2-0.3),(0.098039-0.196078),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(-inf-0.1),(0.1-0.2),0
arts_entertainment,(0.720848-0.813707),(-inf-36.3),(0.2-0.3),(0.1-0.2),(0.098039-0.196078),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.133333-0.177778),0,(0.24696-0.314092),All,0,(40-50),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(0.2-0.3),(-inf-0.1),0
unknown,unknown,(-inf-36.3),(0.3-0.4),(0.2-0.3),(0.098039-0.196078),(0.098039-0.196078),(4.2-inf),(-inf--0.875),(0.088889-0.133333),0,(0.24696-0.314092),All,1,(60-70),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(-inf-0.1),(0.2-0.3),0
culture_politics,(0.256552-0.349411),(-inf-36.3),(0.4-0.5),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,0,(10-20),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(-inf-0.1),(-inf-0.1),1
science_technology,(0.53513-0.627989),(-inf-36.3),(0.4-0.5),(0.2-0.3),(0.196078-0.294118),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.133333-0.177778),0,(0.24696-0.314092),All,0,(30-40),0,(-inf-20795.2),(-inf-500.6),(6.6-8.8),(-inf-0.1),(0.1-0.2),0
recreation,(0.627989-0.720848),(-inf-36.3),(0.8-0.9),(0.3-0.4),(0.294118-0.392157),(0.294118-0.392157),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(-inf-10),0,(62385.6-inf),(500.6-1000.2),(2.2-4.4),(0.3-0.4),(-inf-0.1),1
recreation,(0.44227-0.53513),(-inf-36.3),(0.4-0.5),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.112696-0.179828),All,1,(10-20),0,(-inf-20795.2),(-inf-500.6),(2.2-4.4),(0.1-0.2),(0.1-0.2),0
recreation,(0.256552-0.349411),(-inf-36.3),(0.2-0.3),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(-inf-2.2),(-inf-0.1),(-inf-0.1),1
recreation,(0.813707-0.906567),(-inf-36.3),(0.5-0.6),(0.1-0.2),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.179828-0.24696),All,1,(20-30),0,(-inf-20795.2),(-inf-500.6),(8.8-11),(0.2-0.3),(0.1-0.2),1
unknown,unknown,(-inf-36.3),(0.6-0.7),(0.2-0.3),(0.098039-0.196078),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.112696-0.179828),All,1,(-inf-10),unknown,(41590.4-62385.6),(-inf-500.6),(4.4-6.6),(-inf-0.1),(0.1-0.2),1
business,(0.349411-0.44227),(-inf-36.3),(0.1-0.2),(-inf-0.1),(-inf-0.098039),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(0.044444-0.088889),0,(0.24696-0.314092),All,0,(20-30),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(0.1-0.2),(-inf-0.1),0
unknown,unknown,(-inf-36.3),(0.4-0.5),(0.2-0.3),(0.098039-0.196078),(-inf-0.098039),(-inf-2.1),(-0.875-inf),(-inf-0.044444),0,(0.179828-0.24696),All,1,(10-20),0,(-inf-20795.2),(-inf-500.6),(4.4-6.6),(-inf-0.1),(-inf-0.1),1
